Paper_Link,Year,Composition,A_site,B_site,T,σ,κ,S,zT,Z_A,Z_B,IE_A,IE_B,EN_A,EN_B,EA_A,EA_B,AD_A,AD_B,IR_A,IR_B,MP_A,MP_B,BP_A,BP_B,HE_A,HE_B,HF_A,HF_B,IR_X,Tf,Of
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,323.0,26.2002124722337,1.45769230769231,-160.583438808295,0.014604462474645,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,340.0,28.2383552149435,1.49230769230769,-166.454824262487,0.0186612576064909,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,354.0,30.8472188293575,1.51346153846154,-171.346850355369,0.0210953346855984,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,370.0,33.0484084466235,1.54807692307692,-174.281861551942,0.0239350912778905,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,385.0,35.9834794316652,1.53076923076923,-180.396212637523,0.0296146044624747,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,396.0,37.5327087937372,1.51730769230769,-183.575893291792,0.0332657200811359,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,409.0,39.1631775392988,1.47884615384615,-188.71224807711,0.0401622718052738,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,423.0,40.7942143924374,1.45769230769231,-193.114594489339,0.0450304259634888,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,439.0,42.2622043710197,1.45769230769231,-196.29461590887,0.0490872210953347,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,458.0,44.3827227123728,1.45192307692308,-200.699347677928,0.0580121703853956,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,905.0,44.7606278724939,1.22884615384615,-255.342420406971,,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,873.0,45.3272583696449,1.24230769230769,-255.087187226171,,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,471.0,45.3617993103174,1.46153846153846,-204.615762827378,0.062474645030426,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,856.0,45.6510796884498,1.24423076923077,-255.081394216727,0.203651115618661,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,824.0,46.298835947575,1.24230769230769,-251.404877811313,,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,807.0,46.460292120916,1.24615384615385,-249.933453412521,0.189452332657201,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,791.0,46.6215210512263,1.25576923076923,-248.462029013728,0.184584178498986,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,777.0,46.7824091169904,,-247.479261999805,0.176470588235294,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,485.0,46.8302437749612,1.44807692307692,-207.55043325869,0.0661257606490872,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,726.0,47.1838339307931,,-244.774608119949,0.161866125760649,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,520.0,48.7076120734222,1.41538461538462,-216.847872651154,0.0855983772819473,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,691.0,48.727495838612,1.30576923076923,-241.341057345925,0.150507099391481,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,537.0,49.1985706413366,1.40961538461539,-220.02925713173,0.0908722109533469,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,567.0,49.5278457928793,1.41346153846154,-227.371385454191,0.1026369168357,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,586.0,49.6929378547122,1.38461538461538,-229.820124622724,0.11237322515213,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,663.0,49.9463138339876,,-237.422256839646,0.142393509127789,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,616.0,50.185259880811,1.32115384615385,-234.717943725051,0.128600405679513,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,636.0,50.3512609147668,1.32307692307692,-235.946743257716,0.133468559837728,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1007/s40145-021-0462-5 ,2021.0,Ca0.2Sr0.2Ba0.2Pb0.2La0.2TiO3,"Ca, Sr, Ba, Pb, La",Ti,706.0,,1.29230769230769,-243.056469671892,0.156997971602434,50.6,22.0,579.18,658.8,1.254,1.54,20.894,7.6,5.038400000000001,4.51,115.0,74.5,718.6999999999999,1668.0,1984.2,3287.0,203.12,425.0,7.246,14.15,140.0,0.8407434150008407,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168366,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,374.0,2265.10067114094,2.65971266528036,-76.2293944915335,0.0016066185849825,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168367,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,386.0,2432.88590604027,2.65517711749835,-79.2698343815451,0.0040580433367256,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168368,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,407.0,2986.57718120805,2.65253680658856,-84.6800678737105,0.0060665384347958,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168369,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,422.0,3305.36912751678,2.65522775359799,-87.8228277111977,0.0078554379067267,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168370,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,455.0,4211.40939597315,2.65870476577325,-94.4667322799206,0.0126301508935872,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168371,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,468.0,4362.41610738255,,-97.8667940924067,0.0152658627781452,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168372,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,494.0,,2.61242759037752,-105.318526615104,,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168373,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,507.0,5402.68456375839,2.5849954833977,-109.152994359406,,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168374,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,512.0,5604.02684563758,2.5734842100796,,0.0246851693235906,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168375,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,551.0,6459.73154362416,2.55770262569189,-119.403303558228,0.0330204263337151,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168376,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,567.0,6644.29530201342,2.55958339510708,-124.634076083369,0.0364949171633913,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168377,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,582.0,7097.31543624161,2.55967863919926,-126.454131234509,0.0389397292086749,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168378,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,610.0,7600.6711409396,2.53789848543637,-132.763702642934,0.0466819428088078,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168379,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,624.0,7852.34899328859,2.53222929183313,-134.86147156271,,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168380,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,659.0,8204.69798657718,2.53392313428416,-140.054293239962,0.062627533427995,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168381,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,687.0,8473.15436241611,2.53609909546703,-145.225060462213,0.0675553336852019,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168382,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,712.0,8640.93959731544,,-151.938900868502,0.0776977295454115,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168383,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,726.0,8775.1677852349,2.5452488779224,-153.491418424417,0.0793568078987124,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168384,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,760.0,8926.1744966443,2.56094333606883,-158.786482682002,0.0898437775746122,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168385,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,786.0,8976.51006711409,2.57177946139173,-162.623480712335,0.0973031300866034,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168386,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,820.0,8976.51006711409,2.58048887052976,-166.544701120535,0.109753917308774,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168387,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,833.0,8926.1744966443,2.57961117813601,-169.354580213438,0.11165165284189,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168388,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,864.0,8875.8389261745,2.54181941376385,-174.705127935843,0.12027659803432,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168389,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,895.0,,2.56184031840531,-177.922795,0.126584903849082,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168390,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,910.0,8691.27516778524,,-180.901817167068,0.12978043842405,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168391,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,923.0,8640.93959731544,2.59892041079862,-183.415106101432,0.132410108910703,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168392,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,935.0,8573.82550335571,2.59836341370258,-184.593110885322,0.133854677092091,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168393,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,1012.0,8154.36241610738,,-193.832390080296,0.146373277342305,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168394,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,1037.0,8003.35570469799,2.60146668323765,-196.905081076377,,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168395,2023.0,Ca0.25Sr0.25Ba0.25Nd0.25TiO3,"Ca, Sr, Ba, Nd",Ti,1070.0,7802.01342281879,2.60535119545286,-200.997626520557,0.150081633654804,43.5,22.0,543.8249999999999,658.8,0.995,1.54,12.1375,7.6,3.67425,4.51,112.75,74.5,841.75,1668.0,1945.5,3287.0,196.525,425.0,8.09,14.15,140.0,0.8333250907508334,0.5321428571428571
https://doi.org/10.1016/j.jallcom.2022.168366,2023.0,Ca0.25Sr0.25Ba0.25Sm0.25TiO3,"Ca, Sr, Ba, Sm",Ti,394.0,2297.17020831009,2.64491908764634,-93.3389476492434,0.0030174860377892,44.0,22.0,546.675,658.8,1.0025,1.54,9.245,7.6,3.8075,4.51,112.25,74.5,854.5,1668.0,1625.5,3287.0,184.025,425.0,8.1725,14.15,140.0,0.8316765742508316,0.5321428571428571
